"","County","County.Code","Administered_Dose1_18_to_65","Series_Complete_18_to_65","Month.Code","Deaths","Month","Year","CTYNAME","STNAME","AGE18TO65","covid_deaths","covid_cases"
"4753","Ramsey County, MN","27123",0,0,"2018/01",21,"01","2018","Ramsey County","Minnesota",341665,0,0
"4754","Ramsey County, MN","27123",0,0,"2018/02",16,"02","2018","Ramsey County","Minnesota",341665,0,0
"4755","Ramsey County, MN","27123",0,0,"2018/03",20,"03","2018","Ramsey County","Minnesota",341665,0,0
"4756","Ramsey County, MN","27123",0,0,"2018/04",17,"04","2018","Ramsey County","Minnesota",341665,0,0
"4757","Ramsey County, MN","27123",0,0,"2018/05",17,"05","2018","Ramsey County","Minnesota",341665,0,0
"4758","Ramsey County, MN","27123",0,0,"2018/06",19,"06","2018","Ramsey County","Minnesota",341665,0,0
"4759","Ramsey County, MN","27123",0,0,"2018/07",10,"07","2018","Ramsey County","Minnesota",341665,0,0
"4760","Ramsey County, MN","27123",0,0,"2018/08",12,"08","2018","Ramsey County","Minnesota",341665,0,0
"4761","Ramsey County, MN","27123",0,0,"2018/09",14,"09","2018","Ramsey County","Minnesota",341665,0,0
"4762","Ramsey County, MN","27123",0,0,"2018/10",15,"10","2018","Ramsey County","Minnesota",341665,0,0
"4763","Ramsey County, MN","27123",0,0,"2018/11",17,"11","2018","Ramsey County","Minnesota",341665,0,0
"4764","Ramsey County, MN","27123",0,0,"2018/12",16,"12","2018","Ramsey County","Minnesota",341665,0,0
"4765","Ramsey County, MN","27123",0,0,"2019/01",19,"01","2019","Ramsey County","Minnesota",340541,0,0
"4766","Ramsey County, MN","27123",0,0,"2019/02",17,"02","2019","Ramsey County","Minnesota",340541,0,0
"4767","Ramsey County, MN","27123",0,0,"2019/03",18,"03","2019","Ramsey County","Minnesota",340541,0,0
"4768","Ramsey County, MN","27123",0,0,"2019/04",15,"04","2019","Ramsey County","Minnesota",340541,0,0
"4769","Ramsey County, MN","27123",0,0,"2019/05",20,"05","2019","Ramsey County","Minnesota",340541,0,0
"4770","Ramsey County, MN","27123",0,0,"2019/06",26,"06","2019","Ramsey County","Minnesota",340541,0,0
"4771","Ramsey County, MN","27123",0,0,"2019/07",18,"07","2019","Ramsey County","Minnesota",340541,0,0
"4772","Ramsey County, MN","27123",0,0,"2019/08",16,"08","2019","Ramsey County","Minnesota",340541,0,0
"4773","Ramsey County, MN","27123",0,0,"2019/09",18,"09","2019","Ramsey County","Minnesota",340541,0,0
"4774","Ramsey County, MN","27123",0,0,"2019/10",10,"10","2019","Ramsey County","Minnesota",340541,0,0
"4775","Ramsey County, MN","27123",0,0,"2019/11",16,"11","2019","Ramsey County","Minnesota",340541,0,0
"4776","Ramsey County, MN","27123",0,0,"2019/12",22,"12","2019","Ramsey County","Minnesota",340541,0,0
"4777","Ramsey County, MN","27123",0,0,"2020/01",14,"01","2020","Ramsey County","Minnesota",340404,0,0
"4778","Ramsey County, MN","27123",0,0,"2020/02",19,"02","2020","Ramsey County","Minnesota",340404,0,0
"4779","Ramsey County, MN","27123",0,0,"2020/03",18,"03","2020","Ramsey County","Minnesota",340404,2,56
"4780","Ramsey County, MN","27123",0,0,"2020/04",18,"04","2020","Ramsey County","Minnesota",340404,26,374
"4781","Ramsey County, MN","27123",0,0,"2020/05",13,"05","2020","Ramsey County","Minnesota",340404,124,3019
"4782","Ramsey County, MN","27123",0,0,"2020/06",16,"06","2020","Ramsey County","Minnesota",340404,217,4685
"4783","Ramsey County, MN","27123",0,0,"2020/07",19,"07","2020","Ramsey County","Minnesota",340404,259,6686
"4784","Ramsey County, MN","27123",0,0,"2020/08",24,"08","2020","Ramsey County","Minnesota",340404,298,9203
"4785","Ramsey County, MN","27123",0,0,"2020/09",14,"09","2020","Ramsey County","Minnesota",340404,325,11209
"4786","Ramsey County, MN","27123",0,0,"2020/10",13,"10","2020","Ramsey County","Minnesota",340404,380,15139
"4787","Ramsey County, MN","27123",0,0,"2020/11",18,"11","2020","Ramsey County","Minnesota",340404,505,28256
"4788","Ramsey County, MN","27123",0,0,"2020/12",16,"12","2020","Ramsey County","Minnesota",340404,688,37111
"4789","Ramsey County, MN","27123",23288,9480,"2021/01",33,"01","2021","Ramsey County","Minnesota",333816,764,41201
"4790","Ramsey County, MN","27123",40240,22124,"2021/02",18,"02","2021","Ramsey County","Minnesota",333816,800,43006
"4791","Ramsey County, MN","27123",94318,46601,"2021/03",20,"03","2021","Ramsey County","Minnesota",333816,840,45179
"4792","Ramsey County, MN","27123",189629,116840,"2021/04",17,"04","2021","Ramsey County","Minnesota",333816,863,49674
"4793","Ramsey County, MN","27123",224435,191430,"2021/05",22,"05","2021","Ramsey County","Minnesota",333816,888,52199
"4794","Ramsey County, MN","27123",236374,212584,"2021/06",17,"06","2021","Ramsey County","Minnesota",333816,903,52573
"4795","Ramsey County, MN","27123",243443,220340,"2021/07",22,"07","2021","Ramsey County","Minnesota",333816,911,53350
"4796","Ramsey County, MN","27123",253418,227793,"2021/08",20,"08","2021","Ramsey County","Minnesota",333816,924,56387
"4797","Ramsey County, MN","27123",259339,235160,"2021/09",13,"09","2021","Ramsey County","Minnesota",333816,955,60222
"4798","Ramsey County, MN","27123",264873,241040,"2021/10",16,"10","2021","Ramsey County","Minnesota",333816,993,64420
"4799","Ramsey County, MN","27123",270426,249850,"2021/11",16,"11","2021","Ramsey County","Minnesota",333816,1043,73678
"4800","Ramsey County, MN","27123",277354,254183,"2021/12",24,"12","2021","Ramsey County","Minnesota",333816,1129,84152
"4801","Richland County, SC","45079",0,0,"2018/01",19,"01","2018","Richland County","South Carolina",272592,0,0
"4802","Richland County, SC","45079",0,0,"2018/02",21,"02","2018","Richland County","South Carolina",272592,0,0
"4803","Richland County, SC","45079",0,0,"2018/03",26,"03","2018","Richland County","South Carolina",272592,0,0
"4804","Richland County, SC","45079",0,0,"2018/04",20,"04","2018","Richland County","South Carolina",272592,0,0
"4805","Richland County, SC","45079",0,0,"2018/05",23,"05","2018","Richland County","South Carolina",272592,0,0
"4806","Richland County, SC","45079",0,0,"2018/06",21,"06","2018","Richland County","South Carolina",272592,0,0
"4807","Richland County, SC","45079",0,0,"2018/07",26,"07","2018","Richland County","South Carolina",272592,0,0
"4808","Richland County, SC","45079",0,0,"2018/08",15,"08","2018","Richland County","South Carolina",272592,0,0
"4809","Richland County, SC","45079",0,0,"2018/09",19,"09","2018","Richland County","South Carolina",272592,0,0
"4810","Richland County, SC","45079",0,0,"2018/10",23,"10","2018","Richland County","South Carolina",272592,0,0
"4811","Richland County, SC","45079",0,0,"2018/11",27,"11","2018","Richland County","South Carolina",272592,0,0
"4812","Richland County, SC","45079",0,0,"2018/12",19,"12","2018","Richland County","South Carolina",272592,0,0
"4813","Richland County, SC","45079",0,0,"2019/01",16,"01","2019","Richland County","South Carolina",271978,0,0
"4814","Richland County, SC","45079",0,0,"2019/02",18,"02","2019","Richland County","South Carolina",271978,0,0
"4815","Richland County, SC","45079",0,0,"2019/03",21,"03","2019","Richland County","South Carolina",271978,0,0
"4816","Richland County, SC","45079",0,0,"2019/04",14,"04","2019","Richland County","South Carolina",271978,0,0
"4817","Richland County, SC","45079",0,0,"2019/05",15,"05","2019","Richland County","South Carolina",271978,0,0
"4818","Richland County, SC","45079",0,0,"2019/06",17,"06","2019","Richland County","South Carolina",271978,0,0
"4819","Richland County, SC","45079",0,0,"2019/07",16,"07","2019","Richland County","South Carolina",271978,0,0
"4820","Richland County, SC","45079",0,0,"2019/08",13,"08","2019","Richland County","South Carolina",271978,0,0
"4821","Richland County, SC","45079",0,0,"2019/09",17,"09","2019","Richland County","South Carolina",271978,0,0
"4822","Richland County, SC","45079",0,0,"2019/10",15,"10","2019","Richland County","South Carolina",271978,0,0
"4823","Richland County, SC","45079",0,0,"2019/11",24,"11","2019","Richland County","South Carolina",271978,0,0
"4824","Richland County, SC","45079",0,0,"2019/12",27,"12","2019","Richland County","South Carolina",271978,0,0
"4825","Richland County, SC","45079",0,0,"2020/01",26,"01","2020","Richland County","South Carolina",271182,0,0
"4826","Richland County, SC","45079",0,0,"2020/02",18,"02","2020","Richland County","South Carolina",271182,0,0
"4827","Richland County, SC","45079",0,0,"2020/03",18,"03","2020","Richland County","South Carolina",271182,2,148
"4828","Richland County, SC","45079",0,0,"2020/04",22,"04","2020","Richland County","South Carolina",271182,33,899
"4829","Richland County, SC","45079",0,0,"2020/05",29,"05","2020","Richland County","South Carolina",271182,66,1518
"4830","Richland County, SC","45079",0,0,"2020/06",21,"06","2020","Richland County","South Carolina",271182,83,3518
"4831","Richland County, SC","45079",0,0,"2020/07",28,"07","2020","Richland County","South Carolina",271182,131,7780
"4832","Richland County, SC","45079",0,0,"2020/08",25,"08","2020","Richland County","South Carolina",271182,196,11194
"4833","Richland County, SC","45079",0,0,"2020/09",29,"09","2020","Richland County","South Carolina",271182,244,15449
"4834","Richland County, SC","45079",0,0,"2020/10",33,"10","2020","Richland County","South Carolina",271182,273,17531
"4835","Richland County, SC","45079",0,0,"2020/11",19,"11","2020","Richland County","South Carolina",271182,302,20446
"4836","Richland County, SC","45079",0,0,"2020/12",27,"12","2020","Richland County","South Carolina",271182,335,26344
"4837","Richland County, SC","45079",14623,5716,"2021/01",31,"01","2021","Richland County","South Carolina",271038,424,35846
"4838","Richland County, SC","45079",21714,12154,"2021/02",21,"02","2021","Richland County","South Carolina",271038,498,41361
"4839","Richland County, SC","45079",71458,28278,"2021/03",18,"03","2021","Richland County","South Carolina",271038,527,43883
"4840","Richland County, SC","45079",104728,76705,"2021/04",32,"04","2021","Richland County","South Carolina",271038,545,45937
"4841","Richland County, SC","45079",122781,102181,"2021/05",19,"05","2021","Richland County","South Carolina",271038,571,47152
"4842","Richland County, SC","45079",140083,119889,"2021/06",26,"06","2021","Richland County","South Carolina",271038,576,47657
"4843","Richland County, SC","45079",151528,129329,"2021/07",42,"07","2021","Richland County","South Carolina",271038,582,49632
"4844","Richland County, SC","45079",167354,140427,"2021/08",32,"08","2021","Richland County","South Carolina",271038,636,58184
"4845","Richland County, SC","45079",179126,152922,"2021/09",30,"09","2021","Richland County","South Carolina",271038,726,66419
"4846","Richland County, SC","45079",187559,162189,"2021/10",26,"10","2021","Richland County","South Carolina",271038,761,68971
"4847","Richland County, SC","45079",195270,168015,"2021/11",26,"11","2021","Richland County","South Carolina",271038,783,70222
"4848","Richland County, SC","45079",203335,173445,"2021/12",22,"12","2021","Richland County","South Carolina",271038,801,76175
"4849","Richmond County, GA","13245",0,0,"2018/01",27,"01","2018","Richmond County","Georgia",127218,0,0
"4850","Richmond County, GA","13245",0,0,"2018/02",29,"02","2018","Richmond County","Georgia",127218,0,0
"4851","Richmond County, GA","13245",0,0,"2018/03",15,"03","2018","Richmond County","Georgia",127218,0,0
"4852","Richmond County, GA","13245",0,0,"2018/04",11,"04","2018","Richmond County","Georgia",127218,0,0
"4853","Richmond County, GA","13245",0,0,"2018/05",16,"05","2018","Richmond County","Georgia",127218,0,0
"4854","Richmond County, GA","13245",0,0,"2018/06",17,"06","2018","Richmond County","Georgia",127218,0,0
"4855","Richmond County, GA","13245",0,0,"2018/07",12,"07","2018","Richmond County","Georgia",127218,0,0
"4856","Richmond County, GA","13245",0,0,"2018/08",18,"08","2018","Richmond County","Georgia",127218,0,0
"4857","Richmond County, GA","13245",0,0,"2018/09",14,"09","2018","Richmond County","Georgia",127218,0,0
"4858","Richmond County, GA","13245",0,0,"2018/10",17,"10","2018","Richmond County","Georgia",127218,0,0
"4859","Richmond County, GA","13245",0,0,"2018/11",18,"11","2018","Richmond County","Georgia",127218,0,0
"4860","Richmond County, GA","13245",0,0,"2018/12",19,"12","2018","Richmond County","Georgia",127218,0,0
"4861","Richmond County, GA","13245",0,0,"2019/01",16,"01","2019","Richmond County","Georgia",127102,0,0
"4862","Richmond County, GA","13245",0,0,"2019/02",25,"02","2019","Richmond County","Georgia",127102,0,0
"4863","Richmond County, GA","13245",0,0,"2019/03",15,"03","2019","Richmond County","Georgia",127102,0,0
"4864","Richmond County, GA","13245",0,0,"2019/04",16,"04","2019","Richmond County","Georgia",127102,0,0
"4865","Richmond County, GA","13245",0,0,"2019/05",18,"05","2019","Richmond County","Georgia",127102,0,0
"4866","Richmond County, GA","13245",0,0,"2019/06",13,"06","2019","Richmond County","Georgia",127102,0,0
"4867","Richmond County, GA","13245",0,0,"2019/07",23,"07","2019","Richmond County","Georgia",127102,0,0
"4868","Richmond County, GA","13245",0,0,"2019/08",16,"08","2019","Richmond County","Georgia",127102,0,0
"4869","Richmond County, GA","13245",0,0,"2019/09",16,"09","2019","Richmond County","Georgia",127102,0,0
"4870","Richmond County, GA","13245",0,0,"2019/10",24,"10","2019","Richmond County","Georgia",127102,0,0
"4871","Richmond County, GA","13245",0,0,"2019/11",17,"11","2019","Richmond County","Georgia",127102,0,0
"4872","Richmond County, GA","13245",0,0,"2019/12",18,"12","2019","Richmond County","Georgia",127102,0,0
"4873","Richmond County, GA","13245",0,0,"2020/01",22,"01","2020","Richmond County","Georgia",129365,0,0
"4874","Richmond County, GA","13245",0,0,"2020/02",23,"02","2020","Richmond County","Georgia",129365,0,0
"4875","Richmond County, GA","13245",0,0,"2020/03",23,"03","2020","Richmond County","Georgia",129365,0,40
"4876","Richmond County, GA","13245",0,0,"2020/04",20,"04","2020","Richmond County","Georgia",129365,15,406
"4877","Richmond County, GA","13245",0,0,"2020/05",16,"05","2020","Richmond County","Georgia",129365,22,595
"4878","Richmond County, GA","13245",0,0,"2020/06",27,"06","2020","Richmond County","Georgia",129365,48,952
"4879","Richmond County, GA","13245",0,0,"2020/07",27,"07","2020","Richmond County","Georgia",129365,79,3482
"4880","Richmond County, GA","13245",0,0,"2020/08",21,"08","2020","Richmond County","Georgia",129365,126,6040
"4881","Richmond County, GA","13245",0,0,"2020/09",18,"09","2020","Richmond County","Georgia",129365,162,7147
"4882","Richmond County, GA","13245",0,0,"2020/10",22,"10","2020","Richmond County","Georgia",129365,185,8421
"4883","Richmond County, GA","13245",0,0,"2020/11",17,"11","2020","Richmond County","Georgia",129365,220,10387
"4884","Richmond County, GA","13245",0,0,"2020/12",18,"12","2020","Richmond County","Georgia",129365,253,14739
"4885","Richmond County, GA","13245",7652,2122,"2021/01",14,"01","2021","Richmond County","Georgia",128107,345,20530
"4886","Richmond County, GA","13245",10464,7684,"2021/02",16,"02","2021","Richmond County","Georgia",128107,425,22833
"4887","Richmond County, GA","13245",22210,11376,"2021/03",20,"03","2021","Richmond County","Georgia",128107,472,23543
"4888","Richmond County, GA","13245",29270,21771,"2021/04",22,"04","2021","Richmond County","Georgia",128107,502,24409
"4889","Richmond County, GA","13245",34847,27482,"2021/05",15,"05","2021","Richmond County","Georgia",128107,514,24984
"4890","Richmond County, GA","13245",39056,34330,"2021/06",26,"06","2021","Richmond County","Georgia",128107,532,25198
"4891","Richmond County, GA","13245",42143,37251,"2021/07",20,"07","2021","Richmond County","Georgia",128107,535,25889
"4892","Richmond County, GA","13245",46637,39905,"2021/08",20,"08","2021","Richmond County","Georgia",128107,549,29765
"4893","Richmond County, GA","13245",52114,44535,"2021/09",28,"09","2021","Richmond County","Georgia",128107,617,33971
"4894","Richmond County, GA","13245",54889,48665,"2021/10",18,"10","2021","Richmond County","Georgia",128107,695,35046
"4895","Richmond County, GA","13245",57044,50490,"2021/11",21,"11","2021","Richmond County","Georgia",128107,733,35646
"4896","Richmond County, GA","13245",59178,52136,"2021/12",19,"12","2021","Richmond County","Georgia",128107,764,38075
"4897","Richmond County, NY","36085",0,0,"2018/01",23,"01","2018","Richmond County","New York",294743,0,0
"4898","Richmond County, NY","36085",0,0,"2018/02",28,"02","2018","Richmond County","New York",294743,0,0
"4899","Richmond County, NY","36085",0,0,"2018/03",21,"03","2018","Richmond County","New York",294743,0,0
"4900","Richmond County, NY","36085",0,0,"2018/04",15,"04","2018","Richmond County","New York",294743,0,0
"4901","Richmond County, NY","36085",0,0,"2018/05",18,"05","2018","Richmond County","New York",294743,0,0
"4902","Richmond County, NY","36085",0,0,"2018/06",18,"06","2018","Richmond County","New York",294743,0,0
"4903","Richmond County, NY","36085",0,0,"2018/07",16,"07","2018","Richmond County","New York",294743,0,0
"4904","Richmond County, NY","36085",0,0,"2018/08",21,"08","2018","Richmond County","New York",294743,0,0
"4905","Richmond County, NY","36085",0,0,"2018/09",17,"09","2018","Richmond County","New York",294743,0,0
"4906","Richmond County, NY","36085",0,0,"2018/10",22,"10","2018","Richmond County","New York",294743,0,0
"4907","Richmond County, NY","36085",0,0,"2018/11",28,"11","2018","Richmond County","New York",294743,0,0
"4908","Richmond County, NY","36085",0,0,"2018/12",24,"12","2018","Richmond County","New York",294743,0,0
"4909","Richmond County, NY","36085",0,0,"2019/01",27,"01","2019","Richmond County","New York",293156,0,0
"4910","Richmond County, NY","36085",0,0,"2019/02",23,"02","2019","Richmond County","New York",293156,0,0
"4911","Richmond County, NY","36085",0,0,"2019/03",30,"03","2019","Richmond County","New York",293156,0,0
"4912","Richmond County, NY","36085",0,0,"2019/04",21,"04","2019","Richmond County","New York",293156,0,0
"4913","Richmond County, NY","36085",0,0,"2019/05",22,"05","2019","Richmond County","New York",293156,0,0
"4914","Richmond County, NY","36085",0,0,"2019/06",22,"06","2019","Richmond County","New York",293156,0,0
"4915","Richmond County, NY","36085",0,0,"2019/07",17,"07","2019","Richmond County","New York",293156,0,0
"4916","Richmond County, NY","36085",0,0,"2019/08",19,"08","2019","Richmond County","New York",293156,0,0
"4917","Richmond County, NY","36085",0,0,"2019/09",17,"09","2019","Richmond County","New York",293156,0,0
"4918","Richmond County, NY","36085",0,0,"2019/10",20,"10","2019","Richmond County","New York",293156,0,0
"4919","Richmond County, NY","36085",0,0,"2019/11",22,"11","2019","Richmond County","New York",293156,0,0
"4920","Richmond County, NY","36085",0,0,"2019/12",25,"12","2019","Richmond County","New York",293156,0,0
"4921","Richmond County, NY","36085",0,0,"2020/01",19,"01","2020","Richmond County","New York",304548,0,0
"4922","Richmond County, NY","36085",0,0,"2020/02",23,"02","2020","Richmond County","New York",304548,0,0
"4923","Richmond County, NY","36085",0,0,"2020/03",29,"03","2020","Richmond County","New York",304548,0,0
"4924","Richmond County, NY","36085",0,0,"2020/04",34,"04","2020","Richmond County","New York",304548,0,0
"4925","Richmond County, NY","36085",0,0,"2020/05",20,"05","2020","Richmond County","New York",304548,0,0
"4926","Richmond County, NY","36085",0,0,"2020/06",23,"06","2020","Richmond County","New York",304548,0,0
"4927","Richmond County, NY","36085",0,0,"2020/07",19,"07","2020","Richmond County","New York",304548,0,0
"4928","Richmond County, NY","36085",0,0,"2020/08",19,"08","2020","Richmond County","New York",304548,0,0
"4929","Richmond County, NY","36085",0,0,"2020/09",26,"09","2020","Richmond County","New York",304548,0,0
"4930","Richmond County, NY","36085",0,0,"2020/10",17,"10","2020","Richmond County","New York",304548,0,0
"4931","Richmond County, NY","36085",0,0,"2020/11",23,"11","2020","Richmond County","New York",304548,0,0
"4932","Richmond County, NY","36085",0,0,"2020/12",28,"12","2020","Richmond County","New York",304548,0,0
"4933","Richmond County, NY","36085",23012,5660,"2021/01",18,"01","2021","Richmond County","New York",302299,0,0
"4934","Richmond County, NY","36085",38339,22605,"2021/02",26,"02","2021","Richmond County","New York",302299,0,0
"4935","Richmond County, NY","36085",87446,46513,"2021/03",23,"03","2021","Richmond County","New York",302299,0,0
"4936","Richmond County, NY","36085",136160,97465,"2021/04",23,"04","2021","Richmond County","New York",302299,0,0
"4937","Richmond County, NY","36085",159469,136701,"2021/05",28,"05","2021","Richmond County","New York",302299,0,0
"4938","Richmond County, NY","36085",173161,157757,"2021/06",19,"06","2021","Richmond County","New York",302299,0,0
"4939","Richmond County, NY","36085",185247,168158,"2021/07",13,"07","2021","Richmond County","New York",302299,0,0
"4940","Richmond County, NY","36085",205284,181593,"2021/08",21,"08","2021","Richmond County","New York",302299,0,0
"4941","Richmond County, NY","36085",225680,199130,"2021/09",25,"09","2021","Richmond County","New York",302299,0,0
"4942","Richmond County, NY","36085",238995,215001,"2021/10",25,"10","2021","Richmond County","New York",302299,0,0
"4943","Richmond County, NY","36085",246155,223093,"2021/11",13,"11","2021","Richmond County","New York",302299,0,0
"4944","Richmond County, NY","36085",260055,231198,"2021/12",31,"12","2021","Richmond County","New York",302299,0,0
"4945","Salt Lake County, UT","49035",0,0,"2018/01",30,"01","2018","Salt Lake County","Utah",712680,0,0
"4946","Salt Lake County, UT","49035",0,0,"2018/02",23,"02","2018","Salt Lake County","Utah",712680,0,0
"4947","Salt Lake County, UT","49035",0,0,"2018/03",41,"03","2018","Salt Lake County","Utah",712680,0,0
"4948","Salt Lake County, UT","49035",0,0,"2018/04",23,"04","2018","Salt Lake County","Utah",712680,0,0
"4949","Salt Lake County, UT","49035",0,0,"2018/05",27,"05","2018","Salt Lake County","Utah",712680,0,0
"4950","Salt Lake County, UT","49035",0,0,"2018/06",31,"06","2018","Salt Lake County","Utah",712680,0,0
"4951","Salt Lake County, UT","49035",0,0,"2018/07",22,"07","2018","Salt Lake County","Utah",712680,0,0
"4952","Salt Lake County, UT","49035",0,0,"2018/08",25,"08","2018","Salt Lake County","Utah",712680,0,0
"4953","Salt Lake County, UT","49035",0,0,"2018/09",30,"09","2018","Salt Lake County","Utah",712680,0,0
"4954","Salt Lake County, UT","49035",0,0,"2018/10",25,"10","2018","Salt Lake County","Utah",712680,0,0
"4955","Salt Lake County, UT","49035",0,0,"2018/11",29,"11","2018","Salt Lake County","Utah",712680,0,0
"4956","Salt Lake County, UT","49035",0,0,"2018/12",35,"12","2018","Salt Lake County","Utah",712680,0,0
"4957","Salt Lake County, UT","49035",0,0,"2019/01",36,"01","2019","Salt Lake County","Utah",721241,0,0
"4958","Salt Lake County, UT","49035",0,0,"2019/02",18,"02","2019","Salt Lake County","Utah",721241,0,0
"4959","Salt Lake County, UT","49035",0,0,"2019/03",31,"03","2019","Salt Lake County","Utah",721241,0,0
"4960","Salt Lake County, UT","49035",0,0,"2019/04",24,"04","2019","Salt Lake County","Utah",721241,0,0
"4961","Salt Lake County, UT","49035",0,0,"2019/05",22,"05","2019","Salt Lake County","Utah",721241,0,0
"4962","Salt Lake County, UT","49035",0,0,"2019/06",28,"06","2019","Salt Lake County","Utah",721241,0,0
"4963","Salt Lake County, UT","49035",0,0,"2019/07",29,"07","2019","Salt Lake County","Utah",721241,0,0
"4964","Salt Lake County, UT","49035",0,0,"2019/08",37,"08","2019","Salt Lake County","Utah",721241,0,0
"4965","Salt Lake County, UT","49035",0,0,"2019/09",37,"09","2019","Salt Lake County","Utah",721241,0,0
"4966","Salt Lake County, UT","49035",0,0,"2019/10",19,"10","2019","Salt Lake County","Utah",721241,0,0
"4967","Salt Lake County, UT","49035",0,0,"2019/11",32,"11","2019","Salt Lake County","Utah",721241,0,0
"4968","Salt Lake County, UT","49035",0,0,"2019/12",31,"12","2019","Salt Lake County","Utah",721241,0,0
"4969","Salt Lake County, UT","49035",0,0,"2020/01",33,"01","2020","Salt Lake County","Utah",738390,0,0
"4970","Salt Lake County, UT","49035",0,0,"2020/02",34,"02","2020","Salt Lake County","Utah",738390,0,1
"4971","Salt Lake County, UT","49035",0,0,"2020/03",43,"03","2020","Salt Lake County","Utah",738390,0,396
"4972","Salt Lake County, UT","49035",0,0,"2020/04",26,"04","2020","Salt Lake County","Utah",738390,29,2438
"4973","Salt Lake County, UT","49035",0,0,"2020/05",34,"05","2020","Salt Lake County","Utah",738390,74,5242
"4974","Salt Lake County, UT","49035",0,0,"2020/06",27,"06","2020","Salt Lake County","Utah",738390,107,11227
"4975","Salt Lake County, UT","49035",0,0,"2020/07",40,"07","2020","Salt Lake County","Utah",738390,176,19086
"4976","Salt Lake County, UT","49035",0,0,"2020/08",44,"08","2020","Salt Lake County","Utah",738390,232,24039
"4977","Salt Lake County, UT","49035",0,0,"2020/09",39,"09","2020","Salt Lake County","Utah",738390,254,31700
"4978","Salt Lake County, UT","49035",0,0,"2020/10",35,"10","2020","Salt Lake County","Utah",738390,309,49087
"4979","Salt Lake County, UT","49035",0,0,"2020/11",30,"11","2020","Salt Lake County","Utah",738390,402,80533
"4980","Salt Lake County, UT","49035",0,0,"2020/12",34,"12","2020","Salt Lake County","Utah",738390,554,107386
"4981","Salt Lake County, UT","49035",44844,15252,"2021/01",37,"01","2021","Salt Lake County","Utah",741435,680,130042
"4982","Salt Lake County, UT","49035",73303,44043,"2021/02",40,"02","2021","Salt Lake County","Utah",741435,764,138696
"4983","Salt Lake County, UT","49035",200115,82438,"2021/03",34,"03","2021","Salt Lake County","Utah",741435,824,143774
"4984","Salt Lake County, UT","49035",341552,215153,"2021/04",28,"04","2021","Salt Lake County","Utah",741435,848,147949
"4985","Salt Lake County, UT","49035",401086,323028,"2021/05",32,"05","2021","Salt Lake County","Utah",741435,892,150965
"4986","Salt Lake County, UT","49035",426294,363998,"2021/06",32,"06","2021","Salt Lake County","Utah",741435,916,153773
"4987","Salt Lake County, UT","49035",509250,441709,"2021/07",42,"07","2021","Salt Lake County","Utah",741435,942,159377
"4988","Salt Lake County, UT","49035",540706,464287,"2021/08",26,"08","2021","Salt Lake County","Utah",741435,998,170219
"4989","Salt Lake County, UT","49035",562052,487882,"2021/09",39,"09","2021","Salt Lake County","Utah",741435,1081,182694
"4990","Salt Lake County, UT","49035",579212,509858,"2021/10",36,"10","2021","Salt Lake County","Utah",741435,1157,195587
"4991","Salt Lake County, UT","49035",592648,522950,"2021/11",48,"11","2021","Salt Lake County","Utah",741435,1244,210937
"4992","Salt Lake County, UT","49035",610593,539880,"2021/12",26,"12","2021","Salt Lake County","Utah",741435,1315,226602
"4993","Sedgwick County, KS","20173",0,0,"2018/01",33,"01","2018","Sedgwick County","Kansas",307291,0,0
"4994","Sedgwick County, KS","20173",0,0,"2018/02",25,"02","2018","Sedgwick County","Kansas",307291,0,0
"4995","Sedgwick County, KS","20173",0,0,"2018/03",26,"03","2018","Sedgwick County","Kansas",307291,0,0
"4996","Sedgwick County, KS","20173",0,0,"2018/04",26,"04","2018","Sedgwick County","Kansas",307291,0,0
"4997","Sedgwick County, KS","20173",0,0,"2018/05",21,"05","2018","Sedgwick County","Kansas",307291,0,0
"4998","Sedgwick County, KS","20173",0,0,"2018/06",14,"06","2018","Sedgwick County","Kansas",307291,0,0
"4999","Sedgwick County, KS","20173",0,0,"2018/07",23,"07","2018","Sedgwick County","Kansas",307291,0,0
"5000","Sedgwick County, KS","20173",0,0,"2018/08",24,"08","2018","Sedgwick County","Kansas",307291,0,0
"5001","Sedgwick County, KS","20173",0,0,"2018/09",23,"09","2018","Sedgwick County","Kansas",307291,0,0
"5002","Sedgwick County, KS","20173",0,0,"2018/10",25,"10","2018","Sedgwick County","Kansas",307291,0,0
"5003","Sedgwick County, KS","20173",0,0,"2018/11",22,"11","2018","Sedgwick County","Kansas",307291,0,0
"5004","Sedgwick County, KS","20173",0,0,"2018/12",18,"12","2018","Sedgwick County","Kansas",307291,0,0
"5005","Sedgwick County, KS","20173",0,0,"2019/01",29,"01","2019","Sedgwick County","Kansas",307820,0,0
"5006","Sedgwick County, KS","20173",0,0,"2019/02",26,"02","2019","Sedgwick County","Kansas",307820,0,0
"5007","Sedgwick County, KS","20173",0,0,"2019/03",34,"03","2019","Sedgwick County","Kansas",307820,0,0
"5008","Sedgwick County, KS","20173",0,0,"2019/04",16,"04","2019","Sedgwick County","Kansas",307820,0,0
"5009","Sedgwick County, KS","20173",0,0,"2019/05",23,"05","2019","Sedgwick County","Kansas",307820,0,0
"5010","Sedgwick County, KS","20173",0,0,"2019/06",20,"06","2019","Sedgwick County","Kansas",307820,0,0
"5011","Sedgwick County, KS","20173",0,0,"2019/07",20,"07","2019","Sedgwick County","Kansas",307820,0,0
