Notes	Census Region	Census Region Code	State	State Code	Month	Month Code	Deaths	Population	Crude Rate
	Census Region 4: West	CENS-R4	Arizona	4	"Feb., 2018"	2018/02	1257	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Arizona	4	"Mar., 2018"	2018/03	1403	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Arizona	4	"Apr., 2018"	2018/04	1254	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Arizona	4	"May, 2018"	2018/05	1313	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Arizona	4	"Jun., 2018"	2018/06	1317	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Arizona	4	"Jul., 2018"	2018/07	1336	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Arizona	4	"Aug., 2018"	2018/08	1352	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Arizona	4	"Sep., 2018"	2018/09	1199	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Arizona	4	"Oct., 2018"	2018/10	1191	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Arizona	4	"Nov., 2018"	2018/11	1228	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Arizona	4	"Dec., 2018"	2018/12	1353	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Arizona	4	"Jan., 2019"	2019/01	1461	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Arizona	4	"Feb., 2019"	2019/02	1211	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Arizona	4	"Mar., 2019"	2019/03	1362	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Arizona	4	"Apr., 2019"	2019/04	1298	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Arizona	4	"May, 2019"	2019/05	1368	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Arizona	4	"Jun., 2019"	2019/06	1269	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Arizona	4	"Jul., 2019"	2019/07	1400	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Arizona	4	"Aug., 2019"	2019/08	1325	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Arizona	4	"Sep., 2019"	2019/09	1229	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Arizona	4	"Oct., 2019"	2019/10	1304	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Arizona	4	"Nov., 2019"	2019/11	1322	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Arizona	4	"Dec., 2019"	2019/12	1368	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Arizona	4	"Jan., 2020"	2020/01	1471	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Arizona	4	"Feb., 2020"	2020/02	1357	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Arizona	4	"Mar., 2020"	2020/03	1470	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Arizona	4	"Apr., 2020"	2020/04	1465	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Arizona	4	"May, 2020"	2020/05	1631	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Arizona	4	"Jun., 2020"	2020/06	1875	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Arizona	4	"Jul., 2020"	2020/07	2485	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Arizona	4	"Aug., 2020"	2020/08	1969	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Arizona	4	"Sep., 2020"	2020/09	1603	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Arizona	4	"Oct., 2020"	2020/10	1584	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Arizona	4	"Nov., 2020"	2020/11	1637	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Arizona	4	"Dec., 2020"	2020/12	2220	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Arizona	4	"Jan., 2021 "	2021/01	2708	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Arizona	4	"Feb., 2021 "	2021/02	1848	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Arizona	4	"Mar., 2021 "	2021/03	1628	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Arizona	4	"Apr., 2021 "	2021/04	1577	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Arizona	4	"May, 2021 "	2021/05	1710	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Arizona	4	"Jun., 2021 "	2021/06	1730	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Arizona	4	"Jul., 2021 "	2021/07	1798	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Arizona	4	"Aug., 2021 "	2021/08	2139	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Arizona	4	"Sep., 2021 "	2021/09	2133	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Arizona	4	"Oct., 2021 "	2021/10	2095	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Arizona	4	"Nov., 2021 "	2021/11	2078	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Arizona	4	"Dec., 2021 "	2021/12	2501	Not Applicable	Not Applicable
Total	Census Region 4: West	CENS-R4	Arizona	4			76299	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Colorado	8	"Jan., 2018"	2018/01	1009	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Colorado	8	"Feb., 2018"	2018/02	823	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Colorado	8	"Mar., 2018"	2018/03	866	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Colorado	8	"Apr., 2018"	2018/04	882	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Colorado	8	"May, 2018"	2018/05	921	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Colorado	8	"Jun., 2018"	2018/06	866	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Colorado	8	"Jul., 2018"	2018/07	926	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Colorado	8	"Aug., 2018"	2018/08	920	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Colorado	8	"Sep., 2018"	2018/09	882	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Colorado	8	"Oct., 2018"	2018/10	848	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Colorado	8	"Nov., 2018"	2018/11	865	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Colorado	8	"Dec., 2018"	2018/12	935	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Colorado	8	"Jan., 2019"	2019/01	991	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Colorado	8	"Feb., 2019"	2019/02	865	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Colorado	8	"Mar., 2019"	2019/03	944	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Colorado	8	"Apr., 2019"	2019/04	907	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Colorado	8	"May, 2019"	2019/05	919	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Colorado	8	"Jun., 2019"	2019/06	903	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Colorado	8	"Jul., 2019"	2019/07	954	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Colorado	8	"Aug., 2019"	2019/08	917	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Colorado	8	"Sep., 2019"	2019/09	861	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Colorado	8	"Oct., 2019"	2019/10	923	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Colorado	8	"Nov., 2019"	2019/11	897	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Colorado	8	"Dec., 2019"	2019/12	982	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Colorado	8	"Jan., 2020"	2020/01	958	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Colorado	8	"Feb., 2020"	2020/02	965	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Colorado	8	"Mar., 2020"	2020/03	1058	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Colorado	8	"Apr., 2020"	2020/04	1203	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Colorado	8	"May, 2020"	2020/05	1078	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Colorado	8	"Jun., 2020"	2020/06	1053	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Colorado	8	"Jul., 2020"	2020/07	1077	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Colorado	8	"Aug., 2020"	2020/08	1109	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Colorado	8	"Sep., 2020"	2020/09	1041	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Colorado	8	"Oct., 2020"	2020/10	1027	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Colorado	8	"Nov., 2020"	2020/11	1186	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Colorado	8	"Dec., 2020"	2020/12	1270	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Colorado	8	"Jan., 2021 "	2021/01	1193	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Colorado	8	"Feb., 2021 "	2021/02	947	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Colorado	8	"Mar., 2021 "	2021/03	1161	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Colorado	8	"Apr., 2021 "	2021/04	1056	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Colorado	8	"May, 2021 "	2021/05	1126	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Colorado	8	"Jun., 2021 "	2021/06	1120	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Colorado	8	"Jul., 2021 "	2021/07	1105	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Colorado	8	"Aug., 2021 "	2021/08	1199	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Colorado	8	"Sep., 2021 "	2021/09	1298	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Colorado	8	"Oct., 2021 "	2021/10	1378	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Colorado	8	"Nov., 2021 "	2021/11	1484	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Colorado	8	"Dec., 2021 "	2021/12	1530	Not Applicable	Not Applicable
Total	Census Region 4: West	CENS-R4	Colorado	8			49428	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Idaho	16	"Jan., 2018"	2018/01	290	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Idaho	16	"Feb., 2018"	2018/02	263	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Idaho	16	"Mar., 2018"	2018/03	300	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Idaho	16	"Apr., 2018"	2018/04	257	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Idaho	16	"May, 2018"	2018/05	293	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Idaho	16	"Jun., 2018"	2018/06	322	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Idaho	16	"Jul., 2018"	2018/07	308	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Idaho	16	"Aug., 2018"	2018/08	297	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Idaho	16	"Sep., 2018"	2018/09	297	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Idaho	16	"Oct., 2018"	2018/10	274	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Idaho	16	"Nov., 2018"	2018/11	262	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Idaho	16	"Dec., 2018"	2018/12	294	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Idaho	16	"Jan., 2019"	2019/01	254	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Idaho	16	"Feb., 2019"	2019/02	286	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Idaho	16	"Mar., 2019"	2019/03	274	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Idaho	16	"Apr., 2019"	2019/04	277	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Idaho	16	"May, 2019"	2019/05	273	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Idaho	16	"Jun., 2019"	2019/06	254	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Idaho	16	"Jul., 2019"	2019/07	240	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Idaho	16	"Aug., 2019"	2019/08	301	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Idaho	16	"Sep., 2019"	2019/09	256	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Idaho	16	"Oct., 2019"	2019/10	275	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Idaho	16	"Nov., 2019"	2019/11	272	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Idaho	16	"Dec., 2019"	2019/12	290	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Idaho	16	"Jan., 2020"	2020/01	279	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Idaho	16	"Feb., 2020"	2020/02	290	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Idaho	16	"Mar., 2020"	2020/03	306	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Idaho	16	"Apr., 2020"	2020/04	285	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Idaho	16	"May, 2020"	2020/05	309	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Idaho	16	"Jun., 2020"	2020/06	285	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Idaho	16	"Jul., 2020"	2020/07	310	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Idaho	16	"Aug., 2020"	2020/08	352	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Idaho	16	"Sep., 2020"	2020/09	331	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Idaho	16	"Oct., 2020"	2020/10	337	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Idaho	16	"Nov., 2020"	2020/11	328	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Idaho	16	"Dec., 2020"	2020/12	333	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Idaho	16	"Jan., 2021 "	2021/01	346	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Idaho	16	"Feb., 2021 "	2021/02	292	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Idaho	16	"Mar., 2021 "	2021/03	333	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Idaho	16	"Apr., 2021 "	2021/04	315	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Idaho	16	"May, 2021 "	2021/05	360	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Idaho	16	"Jun., 2021 "	2021/06	312	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Idaho	16	"Jul., 2021 "	2021/07	380	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Idaho	16	"Aug., 2021 "	2021/08	411	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Idaho	16	"Sep., 2021 "	2021/09	549	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Idaho	16	"Oct., 2021 "	2021/10	570	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Idaho	16	"Nov., 2021 "	2021/11	437	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Idaho	16	"Dec., 2021 "	2021/12	381	Not Applicable	Not Applicable
Total	Census Region 4: West	CENS-R4	Idaho	16			15140	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Montana	30	"Jan., 2018"	2018/01	200	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Montana	30	"Feb., 2018"	2018/02	195	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Montana	30	"Mar., 2018"	2018/03	190	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Montana	30	"Apr., 2018"	2018/04	198	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Montana	30	"May, 2018"	2018/05	208	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Montana	30	"Jun., 2018"	2018/06	200	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Montana	30	"Jul., 2018"	2018/07	240	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Montana	30	"Aug., 2018"	2018/08	190	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Montana	30	"Sep., 2018"	2018/09	197	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Montana	30	"Oct., 2018"	2018/10	217	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Montana	30	"Nov., 2018"	2018/11	207	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Montana	30	"Dec., 2018"	2018/12	207	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Montana	30	"Jan., 2019"	2019/01	236	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Montana	30	"Feb., 2019"	2019/02	203	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Montana	30	"Mar., 2019"	2019/03	192	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Montana	30	"Apr., 2019"	2019/04	211	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Montana	30	"May, 2019"	2019/05	179	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Montana	30	"Jun., 2019"	2019/06	201	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Montana	30	"Jul., 2019"	2019/07	201	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Montana	30	"Aug., 2019"	2019/08	222	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Montana	30	"Sep., 2019"	2019/09	192	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Montana	30	"Oct., 2019"	2019/10	199	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Montana	30	"Nov., 2019"	2019/11	208	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Montana	30	"Dec., 2019"	2019/12	218	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Montana	30	"Jan., 2020"	2020/01	240	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Montana	30	"Feb., 2020"	2020/02	203	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Montana	30	"Mar., 2020"	2020/03	235	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Montana	30	"Apr., 2020"	2020/04	206	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Montana	30	"May, 2020"	2020/05	211	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Montana	30	"Jun., 2020"	2020/06	231	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Montana	30	"Jul., 2020"	2020/07	232	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Montana	30	"Aug., 2020"	2020/08	239	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Montana	30	"Sep., 2020"	2020/09	255	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Montana	30	"Oct., 2020"	2020/10	307	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Montana	30	"Nov., 2020"	2020/11	299	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Montana	30	"Dec., 2020"	2020/12	284	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Montana	30	"Jan., 2021 "	2021/01	270	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Montana	30	"Feb., 2021 "	2021/02	208	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Montana	30	"Mar., 2021 "	2021/03	238	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Montana	30	"Apr., 2021 "	2021/04	256	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Montana	30	"May, 2021 "	2021/05	236	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Montana	30	"Jun., 2021 "	2021/06	264	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Montana	30	"Jul., 2021 "	2021/07	238	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Montana	30	"Aug., 2021 "	2021/08	309	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Montana	30	"Sep., 2021 "	2021/09	342	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Montana	30	"Oct., 2021 "	2021/10	401	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Montana	30	"Nov., 2021 "	2021/11	354	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Montana	30	"Dec., 2021 "	2021/12	283	Not Applicable	Not Applicable
Total	Census Region 4: West	CENS-R4	Montana	30			11252	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Nevada	32	"Jan., 2018"	2018/01	685	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Nevada	32	"Feb., 2018"	2018/02	562	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Nevada	32	"Mar., 2018"	2018/03	653	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Nevada	32	"Apr., 2018"	2018/04	610	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Nevada	32	"May, 2018"	2018/05	571	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Nevada	32	"Jun., 2018"	2018/06	594	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Nevada	32	"Jul., 2018"	2018/07	631	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Nevada	32	"Aug., 2018"	2018/08	628	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Nevada	32	"Sep., 2018"	2018/09	558	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Nevada	32	"Oct., 2018"	2018/10	564	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Nevada	32	"Nov., 2018"	2018/11	593	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Nevada	32	"Dec., 2018"	2018/12	617	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Nevada	32	"Jan., 2019"	2019/01	673	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Nevada	32	"Feb., 2019"	2019/02	614	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Nevada	32	"Mar., 2019"	2019/03	589	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Nevada	32	"Apr., 2019"	2019/04	608	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Nevada	32	"May, 2019"	2019/05	588	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Nevada	32	"Jun., 2019"	2019/06	608	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Nevada	32	"Jul., 2019"	2019/07	613	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Nevada	32	"Aug., 2019"	2019/08	605	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Nevada	32	"Sep., 2019"	2019/09	599	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Nevada	32	"Oct., 2019"	2019/10	571	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Nevada	32	"Nov., 2019"	2019/11	580	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Nevada	32	"Dec., 2019"	2019/12	633	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Nevada	32	"Jan., 2020"	2020/01	690	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Nevada	32	"Feb., 2020"	2020/02	615	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Nevada	32	"Mar., 2020"	2020/03	613	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Nevada	32	"Apr., 2020"	2020/04	721	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Nevada	32	"May, 2020"	2020/05	706	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Nevada	32	"Jun., 2020"	2020/06	690	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Nevada	32	"Jul., 2020"	2020/07	848	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Nevada	32	"Aug., 2020"	2020/08	875	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Nevada	32	"Sep., 2020"	2020/09	662	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Nevada	32	"Oct., 2020"	2020/10	723	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Nevada	32	"Nov., 2020"	2020/11	768	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Nevada	32	"Dec., 2020"	2020/12	1000	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Nevada	32	"Jan., 2021 "	2021/01	996	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Nevada	32	"Feb., 2021 "	2021/02	770	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Nevada	32	"Mar., 2021 "	2021/03	716	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Nevada	32	"Apr., 2021 "	2021/04	722	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Nevada	32	"May, 2021 "	2021/05	771	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Nevada	32	"Jun., 2021 "	2021/06	745	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Nevada	32	"Jul., 2021 "	2021/07	949	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Nevada	32	"Aug., 2021 "	2021/08	1016	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Nevada	32	"Sep., 2021 "	2021/09	1001	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Nevada	32	"Oct., 2021 "	2021/10	873	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Nevada	32	"Nov., 2021 "	2021/11	801	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	Nevada	32	"Dec., 2021 "	2021/12	876	Not Applicable	Not Applicable
Total	Census Region 4: West	CENS-R4	Nevada	32			33694	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	New Mexico	35	"Jan., 2018"	2018/01	486	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	New Mexico	35	"Feb., 2018"	2018/02	464	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	New Mexico	35	"Mar., 2018"	2018/03	521	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	New Mexico	35	"Apr., 2018"	2018/04	454	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	New Mexico	35	"May, 2018"	2018/05	479	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	New Mexico	35	"Jun., 2018"	2018/06	497	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	New Mexico	35	"Jul., 2018"	2018/07	494	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	New Mexico	35	"Aug., 2018"	2018/08	486	Not Applicable	Not Applicable
	Census Region 4: West	CENS-R4	New Mexico	35	"Sep., 2018"	2018/09	451	Not Applicable	Not Applicable
